crn,response,instructor
30569,lectures were as as good as a 35 hour lecture can get and the professor had informative slides that were often more digestible than the textbook,"Tsekourakis, Iraklis"
30569,inclass example,"Tsekourakis, Iraklis"
30569,great course,"Tsekourakis, Iraklis"
30569,helped visualize the different algorithms the lectures homework book and exams were all consistent with each other,"Tsekourakis, Iraklis"
30569,the course itself is organized very well the objectives and requirements are clear which i appreciate he always stressed reading the book and completing practice problems and these were key to doingwell in the course i also like professor herc since he always took his time to make sure everyone understood what was being presented he seems like he enjoys teaching and tries to keep the class engaged,"Tsekourakis, Iraklis"
30569,this course doesnt require a specific program language i can use any program language in this course,"Tsekourakis, Iraklis"
30569,good way of communicating aspects of algorithms,"Tsekourakis, Iraklis"
37414,prof amit shesh is very knowledgeable you can tell from the way he teaches the subject he is an expert on the matter he answers all questions politely,"Shesh, Amit"
37414,very engaging lectures enthusiastic about the course material so lectures wont be boring made challenging assignments which makes sure you really learned the course content and arent just getting by,"Shesh, Amit"
37414,the course is very comprehensive and covers concepts that is understandable by students coming from all coding backgrounds it has assignments that help visualize realworld scenarios and help utilizethe concepts learn practically it also improves the learning curve of the student due to the well structured course curriculum and effective assignments the assignments are challenging but extremelygood providing a way to learn implement concepts,"Shesh, Amit"
37414,the explanation of complex design patterns with real life examples were his major strengths that helped me to understand the course better,"Shesh, Amit"
37414,very knowledgeable professor one of the best teacher i have ever seen the course was well designed if followed in a timely manner,"Shesh, Amit"
37414,great course that teaches a lot of required things for any cs student prof amit shesh teaches very well and has great passion for the subject and answers our doubts patiently,"Shesh, Amit"
37414,the professor was always available for outoftheclass discussions and doubtsthe professor gave constructive feedback on the exam solutions and different ways to solve a problem,"Shesh, Amit"
37414,instructor is very personable and care about his students,"Shesh, Amit"
37414,he had very good knowledge of the course very well prepared and knew how to explain the concept,"Shesh, Amit"
37414,the course was really informative and the professor was enthusiastic about teaching the inperson classes were never a boreprofessor amit sesh was by far the best professor ive had during my academic journey,"Shesh, Amit"
37414,the coursework is extremely great with good assignments the professor teaches all design patterns in depth which helps in clear understanding the assignments and labs align well with the coursework,"Shesh, Amit"
37414,his approach for teaching,"Shesh, Amit"
37414,good lectures good materials and timely communication,"Shesh, Amit"
37414,the course content was comprehensive and wellstructured it covered all the essential topics that were very much required in detail,"Shesh, Amit"
37414,the professor was extremely effective with his methods of teaching and would often teach us what could be applied in the assignments without revealing the actual solutions of the assignments thecourse itself taught me various design implementations that could be really helpful with realworld projects,"Shesh, Amit"
37414,the material in this course if very good prof shesh know the material well and conveys it well,"Shesh, Amit"
37414,the course is very challenging and actually teaches a lot i learnt many things in this course that i had no idea about previously professor is really good and very good at explaining these topics he definitelyhas deep knowledge on the subject it was really fruitful to attend his lectures and take this course,"Shesh, Amit"
37414,great material and great in teaching,"Shesh, Amit"
37414,the course and assignment was challenging but the professor was experienced and overall brilliant,"Shesh, Amit"
37414,exhaustive course with plethora of submission to be graded upon,"Shesh, Amit"
37414,the instructor is easy to communicate about the cousereleative topics,"Shesh, Amit"
37414,the instructors depth of knowledge in java and foundational programming principles is commendable but thats it,"Shesh, Amit"
37414,prof shesh is one of the best lecturers i have taken he clearly loves what he does and his enthusiasm facilitates a productive learning experience during lecture,"Shesh, Amit"
37414,professor shesh described real world issues with passion and humor in a really approachable way the labs and homework assignments appropriately challenged us on the subject material,"Shesh, Amit"
37414,na,"Shesh, Amit"
41152,class material are well organized,"Penarrieta, Cristian"
41152,i think materials provided are usually helpful,"Penarrieta, Cristian"
41152,his way of teaching was very good and effective,"Penarrieta, Cristian"
41152,clear explanation step by step,"Penarrieta, Cristian"
41152,great videos and thoroughly planned out semester with planned quiz dates etc makes this course easy to follow and learn in,"Penarrieta, Cristian"
41152,the instructor was very knowledgeable of the course topic,"Penarrieta, Cristian"
41152,the instructor is knowledgable and experienced in his field replies to students questions in time,"Penarrieta, Cristian"
41152,an extremely knowledgeable professor enjoyed learning from him,"Penarrieta, Cristian"
41152,the whole class is well organized and each course is valuable,"Penarrieta, Cristian"
41152,examples on class are very helpful and practical always give us clear explainations,"Penarrieta, Cristian"
36915,clearly explains topics very approachable stays after class to help acts with due diligence reviews his own work and assignments and points out flaws and mistakes and immediately lets students know,"Annunziato, Jose"
36915,prof annunziato is a very engaging lecturer and the live coding examples were helpful to see,"Annunziato, Jose"
36915,well structured and the professor knows the courses ins and outs,"Annunziato, Jose"
36915,the lab is perfectpeople could figure things out even if they felt confused  or just got lost because their mind wondered in class,"Annunziato, Jose"
36915,the instructor cleared every doubt after the class and was very effective in teaching us the concepts in a detailed way so that every student in the class can easily understand the concepts,"Annunziato, Jose"
36915,prof annunziato organized the material well and explained concepts concisely he was always willing to stay and help students after class even though it was late,"Annunziato, Jose"
36915,the professor has a good understanding of the course and its structure is welldesigned for learning and comprehension,"Annunziato, Jose"
36915,the biggest strength is professor jose and this class would not have been the same without him and his amazing teaching method,"Annunziato, Jose"
36915,the course covers a huge breadth of information and i really appreciate the historical perspective that dranunziado brings to his lectures,"Annunziato, Jose"
36915,hes very enthusiastic about web development and is very approachable,"Annunziato, Jose"
36915,the course covered a lot you can learn a lot by doing the homework,"Annunziato, Jose"
36915,a lot of handson teaching covered topics in depth,"Annunziato, Jose"
36915,his homework assignments had very detailed instructions that made it easier to do web development,"Annunziato, Jose"
36915,the instructor is very passionate about the topic and very knowledgeable as well i think he also controls the pace of the lecture pretty well we always get to go through the materials that are importantwith some extra time for other activities like quizzes or in class questions,"Annunziato, Jose"
36915,all of the professors materials are wellwritten,"Annunziato, Jose"
36915,he is willing to help,"Annunziato, Jose"
36915,the course will provide and overall view of the mern stack and its industry application is detail the instructor is also very well aware of the topics and help the student in any area they are stuck the finalproject is very much detailed and gives a good overview of the entire web development course,"Annunziato, Jose"
36915,the class desgin is really good the professor is really flexible and kind,"Annunziato, Jose"
36915,the course material and the assignments prepare you well for the tech stack and how to create an entire webapplication surely a good addition to my resume,"Annunziato, Jose"
36915,great teaching best course materials and assignment arrangement ever,"Annunziato, Jose"
36915,instructor explained the topics briefly and clearly homeworks were structured well enough to get clear understanding of the the topics,"Annunziato, Jose"
35159,it is a good course to take professor jose is very diligent and hardworking,"Annunziato, Jose"
35159, the instructor showed understanding and patience with student misunderstandings he provided helpful oneonone assistance during office hours he maintained a friendly demeanor,"Annunziato, Jose"
35159,a lot of valuable office hours were provided,"Annunziato, Jose"
35159,he has amazing knowledge and know how to teach  share it with students,"Annunziato, Jose"
35159,steps and steps to tell students how to code,"Annunziato, Jose"
35159,teaching courses in a way easy to understand course material is useful and course structure is wellorganized we can learn how to build a website i love this course,"Annunziato, Jose"
35159,hats off the best prof at neu,"Annunziato, Jose"
35159,his expertise in web development,"Annunziato, Jose"
35159,very positive attitude and always created an inclusive environment,"Annunziato, Jose"
35159,the professor is particularly knowledgeable about the practical applications of this technology not just teaching how to use it but also how to make it more practical,"Annunziato, Jose"
35159,assignments,"Annunziato, Jose"
35159,the assignments are very well structured and great tools for learning the concepts the instructor organized the assignment with a flow that helped me understand and implement the concepts learned ithoroughly enjoyed working on the assignments,"Annunziato, Jose"
35159,the professor is very passionate,"Annunziato, Jose"
35159,his detailed knowledge,"Annunziato, Jose"
35159,assignments were generally helpful in understanding webdev,"Annunziato, Jose"
35159,the coursework was well designed,"Annunziato, Jose"
35159,the course materials are detailed and designed to teach students step by step,"Annunziato, Jose"
35159,the assignments were generally straightforward and made sense,"Annunziato, Jose"
21104,enthusiasm very knowledgable on the subject very skilled very passionate about teaching in class coding and fixing bugs,"Guerra Gomez, John Alexis"
21104,amazing humor very knowledgable amazing programming skills live coding was very helpful,"Guerra Gomez, John Alexis"
21104,very good,"Guerra Gomez, John Alexis"
21104,ta and professor were open to help the project were the main way of learning in this course,"Guerra Gomez, John Alexis"
21104,instructor is very passionate about course and making it useful and practical he makes you feel like he cares for your personal and career success which is invaluable in a professor and the project basedsystem was,"Guerra Gomez, John Alexis"
21104,the course professor provides a very efficient and interactive way to encourage student to dive into the class which makes me always absorbing a lot in class,"Guerra Gomez, John Alexis"
21104,good communication,"Guerra Gomez, John Alexis"
21104,humur,"Guerra Gomez, John Alexis"
21104,very funny enthusiastic and knowledgeable i love his style as a person,"Guerra Gomez, John Alexis"
21104,johns course is very informative and i can learn a lot hes a passionate professor who really want his students to learn something,"Guerra Gomez, John Alexis"
21104,useful and interesting,"Guerra Gomez, John Alexis"
21104,one of the biggest strengths of this course was the requirement to finish a lot of projects i learnt the most from struggling and trying to finish the project i felt very accomplished when i completed theprojects in addition to that i was able to put those projects into resume which prepared me better for my career i really appreciate that,"Guerra Gomez, John Alexis"
21104,excellent,"Guerra Gomez, John Alexis"
21104,the professor was very accommodating with deadlines and giving us adequate time to understand specific topics the course is contentheavy so having more time to understandimplement conceptswas helpful,"Guerra Gomez, John Alexis"
21104,the knowledge that professor has and the enthusiasm as well makes you to learn more,"Guerra Gomez, John Alexis"
20297,enthusiasm very knowledgable on the subject very skilled very passionate about teaching in class coding and fixing bugs,"Guerra Gomez, John Alexis"
20297,amazing humor very knowledgable amazing programming skills live coding was very helpful,"Guerra Gomez, John Alexis"
20297,very good,"Guerra Gomez, John Alexis"
20297,ta and professor were open to help the project were the main way of learning in this course,"Guerra Gomez, John Alexis"
20297,instructor is very passionate about course and making it useful and practical he makes you feel like he cares for your personal and career success which is invaluable in a professor and the project basedsystem was,"Guerra Gomez, John Alexis"
20297,the course professor provides a very efficient and interactive way to encourage student to dive into the class which makes me always absorbing a lot in class,"Guerra Gomez, John Alexis"
20297,good communication,"Guerra Gomez, John Alexis"
20297,humur,"Guerra Gomez, John Alexis"
20297,very funny enthusiastic and knowledgeable i love his style as a person,"Guerra Gomez, John Alexis"
20297,johns course is very informative and i can learn a lot hes a passionate professor who really want his students to learn something,"Guerra Gomez, John Alexis"
20297,useful and interesting,"Guerra Gomez, John Alexis"
20297,one of the biggest strengths of this course was the requirement to finish a lot of projects i learnt the most from struggling and trying to finish the project i felt very accomplished when i completed theprojects in addition to that i was able to put those projects into resume which prepared me better for my career i really appreciate that,"Guerra Gomez, John Alexis"
20297,excellent,"Guerra Gomez, John Alexis"
20297,the professor was very accommodating with deadlines and giving us adequate time to understand specific topics the course is contentheavy so having more time to understandimplement conceptswas helpful,"Guerra Gomez, John Alexis"
20297,the knowledge that professor has and the enthusiasm as well makes you to learn more,"Guerra Gomez, John Alexis"
39710,i really liked how prof lama taught she is a very dedicated teacher and took into account our feedback,"Hamandi, Lama"
39710,the weekly course plan is well designed,"Hamandi, Lama"
39710,the pre quiz part is good to encourage student to think and get prepared  and the course has covered many topics and very challenging can help us prepare for future studies and job interview professoris very nice and prepared to teach,"Hamandi, Lama"
39710,na,"Hamandi, Lama"
39710,the course material is challenging and the professor helped break down a lot of information for us to understand it better,"Hamandi, Lama"
39710,the contents are well organized,"Hamandi, Lama"
39710,good patience,"Hamandi, Lama"
39710,good grasp of everything needed for the course,"Hamandi, Lama"
39710,patient professor and great teaching method,"Hamandi, Lama"
39710,professor lama explains content in detail,"Hamandi, Lama"
39710,na,"Hamandi, Lama"
39710,care about student actual learn from courses,"Hamandi, Lama"
40399,passion,"Hoshino, Richard"
40399,he is very enthusiastic he can communicate with you proficiently in english and japanesehe will spend a lot of time on students and courses not on this annoying score please dont discuss the score with him you can do better next time because you have plenty of opportunities,"Hoshino, Richard"
40399,great enthusiasm,"Hoshino, Richard"
40399,the teaching methodology,"Hoshino, Richard"
40399,challenging material but we had great guidance from richard,"Hoshino, Richard"
40399,always bring a lot of energy to the class,"Hoshino, Richard"
39706,great format fascinating material kind and encouraging professor with a good sense of humor challenging and interesting assignments that are very relevant to the field this is one of the few courses inthis master where i felt truly challenged and had to get out of my comfort zone to learn i felt the efforts paid off when i put that to work on my project professor used innovative teaching methods andinteracted with us his teaching was often connected to the book so that we can have exposure to the material in different settings some other professors suggest chapters but do not teach in relation tothat material here there is synergy between the two mediums,"Saad, Nadim"
39706,the course is attractive and the instructor is nice and informative,"Saad, Nadim"
39706,the instructor has a very strong knowledge of math and ai,"Saad, Nadim"
39706,he is good professor he is open to student questions and will repeat concepts if needed,"Saad, Nadim"
39706,professor saad is enthusiastic about teaching extremely patient and provides thorough explanations he is willing to make the effort to address questions sincerely and respond to every questions fromstudents,"Saad, Nadim"
39706,the instructor effectively clarifies new concepts using illustrative examples for student to understand detailed feedback is consistently provided for each assignment quiz and project to facilitate studentimprovement,"Saad, Nadim"
39706,professor is very patient and very knowledgeable to answer all questions we have,"Saad, Nadim"
39706,the instructor explains the materials really well and is very patient for helping students,"Saad, Nadim"
39706,the professor provided detailed examples and he was very patience during the office hour and the class also the professor taught very good,"Saad, Nadim"
39706,very hardworking puts in a lot of effort explains everything to the t,"Saad, Nadim"
20294,enthusiasm very knowledgable on the subject very skilled very passionate about teaching in class coding and fixing bugs,"Guerra Gomez, John Alexis"
20294,amazing humor very knowledgable amazing programming skills live coding was very helpful,"Guerra Gomez, John Alexis"
20294,very good,"Guerra Gomez, John Alexis"
20294,ta and professor were open to help the project were the main way of learning in this course,"Guerra Gomez, John Alexis"
20294,instructor is very passionate about course and making it useful and practical he makes you feel like he cares for your personal and career success which is invaluable in a professor and the project basedsystem was,"Guerra Gomez, John Alexis"
20294,the course professor provides a very efficient and interactive way to encourage student to dive into the class which makes me always absorbing a lot in class,"Guerra Gomez, John Alexis"
20294,good communication,"Guerra Gomez, John Alexis"
20294,humur,"Guerra Gomez, John Alexis"
20294,very funny enthusiastic and knowledgeable i love his style as a person,"Guerra Gomez, John Alexis"
20294,johns course is very informative and i can learn a lot hes a passionate professor who really want his students to learn something,"Guerra Gomez, John Alexis"
20294,useful and interesting,"Guerra Gomez, John Alexis"
20294,one of the biggest strengths of this course was the requirement to finish a lot of projects i learnt the most from struggling and trying to finish the project i felt very accomplished when i completed theprojects in addition to that i was able to put those projects into resume which prepared me better for my career i really appreciate that,"Guerra Gomez, John Alexis"
20294,excellent,"Guerra Gomez, John Alexis"
20294,the professor was very accommodating with deadlines and giving us adequate time to understand specific topics the course is contentheavy so having more time to understandimplement conceptswas helpful,"Guerra Gomez, John Alexis"
20294,the knowledge that professor has and the enthusiasm as well makes you to learn more,"Guerra Gomez, John Alexis"
20295,the instructor was knowledgeable about the subject matter,"Veliz, Oscar"
20295,hes very knowledgeable and friendly the worktime provided in lecture is valuable and greatly appreciated wish tas were available during that work time to ask other questions to but they are also veryhelpful during office hours,"Veliz, Oscar"
17405,the professor is clearly very knowledgeable about the course material and his years of teaching experience show in his lectures he also treats students with a great deal of respect and it is enjoyable to bein his class,"Mwaura, Jonathan"
17405,dr mwaura was very prepared enthusiastic about the course and willing to go deep into topics to foster students understandings,"Mwaura, Jonathan"
17405,i really love prof mwauras enthusiasm for the subject and his commitment to making sure everyone in the class understands a topic he does an excellent job communicating ideas and provides lots ofexamples and group exercises which enhanced my understanding of various topics,"Mwaura, Jonathan"
17405,na,"Mwaura, Jonathan"
17405,good communicator and able to understand students difficulties and needs,"Mwaura, Jonathan"
17388,none the instructor is a ghost,"Kennedy, Justin"
17388,as the course was asynchronous online i didnt feel the sense of class setting,"Kennedy, Justin"
17388,the strengths of this course are that it covered a broad range of topics and made students think about algorithms in a more mathematical way,"Kennedy, Justin"
17388,professor kennedy seems like a nice guy its a lot of work but the grading seemed easy,"Kennedy, Justin"
17388,the format of the course with videos and short quizzes and then hw that allowed us to apply that weeks material to problems was helpful the numerous tas with varying hours was helpful,"Kennedy, Justin"
17388,complex problem sets,"Kennedy, Justin"
17388,the teaching slides are concise and provide good directions for self learning the extracurricular materials are helpful and the problem sets are well designed to let us think about the algorithms fromvarious perspectives,"Kennedy, Justin"
17388,na,"Kennedy, Justin"
17388,this courses strength is saving alot peoples time and the top itself is good enough it gives a good structure for us to get our hands on the topics and problems and there are people learning based on thisstructure got jobs therefore i believe the potential of the topic structure,"Kennedy, Justin"
17388,instruction was very well organized,"Kennedy, Justin"
17388,his ability to demonstrate complex material,"Kennedy, Justin"
20450,very good and passionate instructor,"Rad, Ryan"
20450,taking this course is quite helpful for me to do leetcode,"Rad, Ryan"
20450,the passion on the class,"Rad, Ryan"
20450,none,"Rad, Ryan"
20450,ryan is very passionate about teaching he is very good at teaching and he really makes an effort as a student id like to thank him for being such an incredible teacher,"Rad, Ryan"
20450,excellent lecture,"Rad, Ryan"
20450,ryan is very dedicated in preparing the lessons homework problem sets and additional learning materials,"Rad, Ryan"
20450,very helpful,"Rad, Ryan"
35075,the professor really makes an effort to engage with his students he uses literally every second of our allotted time together as effectively as possible hes very knowledgeable about the subject willing toanswer questions and encourages discussion he provides a lot of supplementary materials,"Mwaura, Jonathan"
35075,professor m is fantastic he knows his subject and he genuinely cares about his students learning not just checking a box for doing the class he will help as much as you need him to,"Mwaura, Jonathan"
35075,professor clearly loves the material and his excitement is contagious he knows it all very well,"Mwaura, Jonathan"
35075,instructor is extremely knowledgable in the subject of algorithms very cordial and professional,"Mwaura, Jonathan"
35075,clarity in his lectures,"Mwaura, Jonathan"
31575,taught effectively  answered questions and explained concepts to any student in need,"Amor-Tijani, Ghita"
31575,course content was interesting instructor delivered content well,"Amor-Tijani, Ghita"
31575,the class has alot of resources to ask for help and assistance,"Amor-Tijani, Ghita"
31575,the professor and tas are very understanding and willing to help students at any time,"Amor-Tijani, Ghita"
31575,she was very ethusiastic and clearly cared about the materials she also was great answering questions outside of class,"Amor-Tijani, Ghita"
31575,clear schedule and well structured course material,"Amor-Tijani, Ghita"
31575,lots of office hours times are very helpful as well as demos for the homework,"Amor-Tijani, Ghita"
31575,the instructor was knowledgeable,"Amor-Tijani, Ghita"
15376,good course content and structure,"Shesh, Amit"
15376,based on my past experience and what ive seen of prof shesh he is a uniquely qualified person to teach in general and this course was no different i really enjoyed attending his lectures even if some ofthe topics were dry not a fault of the instructor,"Shesh, Amit"
15376,course is pretty well structured and prof shesh is is well prepared for the classes so they feel cohesive,"Shesh, Amit"
15376,explanation of in depth concepts is fantastic the assignments were challenging but ultimately rewarding,"Shesh, Amit"
15376,strengths are his love for teaching you can really see he loves teaching the way he has taught us,"Shesh, Amit"
15376,great assignments and labs made use of the material covered in class the instructor followed the schedule and the timemanagement in class was on point the syllabus materials and the lectures showthat they have been iteratively improved over the years,"Shesh, Amit"
15376,the syllabus is easy to ready and summarizes the lectures wellprof sheshs lectures are fun interesting and even though the syllabus has everything attending the lecture is a plus,"Shesh, Amit"
15376,assignments 47 were better suited to this course as it really employed applying design principles and how it could be carry forwarded the deadlines were equally placed and gave sufficient time tocomplete them the instructor used to attend all questions after class and helped out,"Shesh, Amit"
15376,the instructor knew the material inside and out he still was engaged during lecture and was very responsive to answering questions and thinking through different ideas,"Shesh, Amit"
40203,the topic was very interesting and there were some cool videos i did like the assignments but the teacher did not explain how to use the tools or show us any examples in class,"Veliz, Oscar"
40203,vocal open to conversation in all scenarios enthusiastic approach was encouraging,"Veliz, Oscar"
40203,all of the homework assignments were extremely interesting and i think i learned a lot from each one the chess projects were unique and i enjoyed both of them and hope that they remain a part of thecurriculum the exams based on the midterm were a good reflection of course content,"Veliz, Oscar"
40203,the instructor is passionate and helpful and the class topics are interesting overall,"Veliz, Oscar"
40203,professor oscar is very passionate about teaching he put a lot of efforts into this class and wants to make this class better and me as a student can directly feel that energy and dedication which inspiredme a lot,"Veliz, Oscar"
17367,josh is really a wellprepared teacher and he prepared well for the labs assignments to let students learn building websitei really like josh and i hope a instructor can be like him who are responsible wellprepared knowledgable in teaching area,"Annunziato, Jose"
17367,very caring organizes learning material well,"Annunziato, Jose"
17367,professor annunziato knows a lot about web dev and very open to help students,"Annunziato, Jose"
17367,professor is very responsible and concepts are super useful,"Annunziato, Jose"
17367,nicely arranged learning steps and clearly elaborated lectures,"Annunziato, Jose"
17367,the professor is patient and willing to answer questions even if he has already explained it before,"Annunziato, Jose"
17367,enthusiasm responsiveness exposure to a lot of information,"Annunziato, Jose"
17367,definitely professor annunziatos seasoned expertise in web development and his charisma helped throughout this whole semester,"Annunziato, Jose"
17367,professor is very flexible in meeting students requirement i got sick with covid and professor was kind me to allow assignment submission later and yes without any penalty in unforeseen circumstance likecovid where you dont know where you got exposure assignment submission consideration from professor is a big help,"Annunziato, Jose"
17367,a very accommodating and understanding professor very good at teaching explaining the material to better understand,"Annunziato, Jose"
17367,very knowledgeable in course materials and patient,"Annunziato, Jose"
17367,the instructor is skillful understanding and patient,"Annunziato, Jose"
17367,the homework settings are very reasonable,"Annunziato, Jose"
17367,the teacher is very responsible and the teaching materials are also prepared in great detail which helps me better understand the ideas and details of web development,"Annunziato, Jose"
17367,all good,"Annunziato, Jose"
17367,excellent teaching,"Annunziato, Jose"
17367,the professor is very knowledgeable and clear in his explanations he is always trying to help us out and improve our understanding,"Annunziato, Jose"
17367,nice professors learned a lot from him the doc is also very comprehensive,"Annunziato, Jose"
17367,professor clearly communicated the materials,"Annunziato, Jose"
17367,the professor is really good at web,"Annunziato, Jose"
17367,easy to communicate,"Annunziato, Jose"
17367,very detailed instruction,"Annunziato, Jose"
17401, very enthusiastic motivating professor great utilization of in class time syllabus and structure were well defined,"Mwaura, Jonathan"
17401,he is a good teacher and knows how to breakdown complex concepts into simple bits,"Mwaura, Jonathan"
17401,the homework assignments are designed well they are challenging but helpful for me to understand conceptsand the feedback and support from the professor is helpful when i was not doing well the professor sent an email and made me become more clear about my performance,"Mwaura, Jonathan"
17401,teams communication  outside class availability,"Mwaura, Jonathan"
17401,interactive and inclusive sessions,"Mwaura, Jonathan"
17401,the strengths i saw with the course is the canvas course set up but there was not many strengths other than the course canvas set up,"Mwaura, Jonathan"
17401,professor mwaura is incredibly enthusiastic about the material which really improves the experience,"Mwaura, Jonathan"
17401,good,"Mwaura, Jonathan"
17401,was able to visualize algorithms effectively and answer questionsconfusion in class well,"Mwaura, Jonathan"
17401,respects ideas and topics external to the course,"Mwaura, Jonathan"
17401,i appreciated his approach to specific algorithms leading the class to them in an organic manner rather starting with a top down pseudocode forward approach,"Mwaura, Jonathan"
17401,prof mwaura was very friendly enthusiastic helpful in office hours and flexible,"Mwaura, Jonathan"
13666,very lax and approachable cares a lot about the subject good at teaching it course was informative and just overall interesting and useful to me,"Tsekourakis, Iraklis"
13666,very knowledgeable and professional and interactive,"Tsekourakis, Iraklis"
13666,i think he is very open to questions and he is a nice person im not afraid to ask questions and feel like i interrupt class,"Tsekourakis, Iraklis"
13666,dedicated,"Tsekourakis, Iraklis"
13666,the content of this course was presented with a welldefined structure,"Tsekourakis, Iraklis"
13666,has clear concept and have the full understanding of the course materials,"Tsekourakis, Iraklis"
13666,knowledgeable,"Tsekourakis, Iraklis"
13666,prof iraklis is very easy enthusiastic about the class material he leaves time for questions and has long office hours for students in case class time is not enough the lectures are also very interactive andfun,"Tsekourakis, Iraklis"
13666,very clear teaching style explains and gives lots of examples to help understand material,"Tsekourakis, Iraklis"
13666,teaches really well discusses problems in depth to make the concept clear i liked his late assignment submission policy,"Tsekourakis, Iraklis"
15377,he was very open to receive anonymous feedback from the start of the semester initially the organization of the class was rough but as the semester has progressed he was receptive to the feedbackand has been able to improve the structure of the course and we were able to gain a better sense of expectations for the homeworks and exam,"Behnezhad, Soheil"
15377,delivering content in an understandable manner,"Behnezhad, Soheil"
15377,hws,"Behnezhad, Soheil"
15377,professor know well of the course material class is engaging and fun,"Behnezhad, Soheil"
15377,fully interact with students the course covers most of the knowledge of computer algorithms and patiently respond to students questions in piazza,"Behnezhad, Soheil"
15377,he did a good job of keeping the class moving and not spending too much time on a topic i think the time spent on each topic was appropriate and didnt feel too overwhelming,"Behnezhad, Soheil"
15377,prof made the understanding of the algorithms very easy and at the same time challenged us to study on our own to do well in the assignments v effective learning strategy,"Behnezhad, Soheil"
15377,soheil took time to listen to and respond to each question that arose in class he thoroughly explained why each question may havenot have merit related to the problem at hand,"Behnezhad, Soheil"
15377,as i said soheil as a professor is really good and helpful he makes sure everyone understands  thank you,"Behnezhad, Soheil"
15377,the course is hard hw is challenging but related to leetcode questions,"Behnezhad, Soheil"
15377,i found the assignments really difficult but they did help me prepare for the midterm which was relatively much easier and more straightforward,"Behnezhad, Soheil"
15377,post his slides to website,"Behnezhad, Soheil"
15377,2 months in to the class he listened to our anonymous feedback and listened to us,"Behnezhad, Soheil"
15377,the instructor did a really good job in answering piazza questions,"Behnezhad, Soheil"
15377,professor provides lots of resources for students piazza platform and inclusive tas from different background which is awesomeit could be lots of interaction with either tas or classmates,"Behnezhad, Soheil"
15377,the course content and pace was perfect to follow along the possibility of attending the lecture over zoom gave me the flexibility of attending the class when sick,"Behnezhad, Soheil"
15377,nothing much to appreciate for the course,"Behnezhad, Soheil"
15377,theoretical approach to the subject was helpful to learn the concepts thoroughly,"Behnezhad, Soheil"
15377,prof behnezhad did an excellent job breaking down the core concepts of the material into a digestable format,"Behnezhad, Soheil"
15377,friendlygood assignmentsempathetic,"Behnezhad, Soheil"
15377,adaptable received criticism early well,"Behnezhad, Soheil"
15377,all good,"Behnezhad, Soheil"
15377,i liked the the use of slides and virtual tools that made it easy to take notes and review concepts from class the homeworks were relatively consistent and expectations were clear they are also prettyenthusiastic about the course which was nice,"Behnezhad, Soheil"
