crn,response,instructor
37414,the course even though being good was a bit fast paced maybe its just me but for the most part i tend to fell behind since java was new for me i only knew the basics and also being a fresher i had noexperience with oops or the various models that were taught in some places i felt that the labs even though taught a necessary skill that would be beneficial for the main assignments they used to come alittle late and i was not able implement those in the assignment maybe that is just me and others might not have felt this way,"Shesh, Amit"
37414,reduce the assignments please people have other courses to do make the deadline at 12 why 9 we need more time with other work as well this was way too much work also reduce the weight of thejava doc its cuts way too much into our grade and its hard to fix all of it before the deadline,"Shesh, Amit"
37414,the ta grading for each assignment could have been better and the rubric and requirements for certain assignments,"Shesh, Amit"
37414,along with the grades instructor can also release the rubric used for grading to make the grading process more transparent also some extracredit or leniency in rubrick can be shown so that studentsdont lose grades for small things,"Shesh, Amit"
37414,nothing,"Shesh, Amit"
37414,the instructors depth of knowledge in java and foundational programming principles is commendable and provides a strong basis for understanding key concepts however the reliance on java as theprimary language throughout the course may not align with the evolving preferences and needs of the current generation of students as the tech industry shifts towards more diverse programmingenvironments it becomes increasingly important for educational curricula to reflect this diversity and not remain confined to any single language this approach would not only make the learning moreinclusive but also more applicable to modernday programming contexts equipping students with the versatility needed in todays varied tech landscape,"Shesh, Amit"
37414,offer a chance for extra credit or a grading curve each assignment is strictly graded with no opportunity for recourse if a student takes longer to grasp the material fully in this way the course greatlyrewards students who are ahead of the curve so to speakthose who clearly understand material the first timeand this course consequently offers less reward to students who may need repeatedexposure to design topics before successfully implementing them in assignmentsone specific improvement may be to allow for some labs to be paced even further ahead of the applicable topic within the homework assignments thereby allowing students to practice the designtechniques earlier so that the techniques can be applied more readily in assignments the labs seemed to be paced slightly behind assignments so some topics were only sinking in just at the end or evenafterwards of the applicable assignment submission window,"Shesh, Amit"
37414,better communicate the objectives of the homework assignments as there were things that points were taken off for that was not part of the assignment description a lot of the homework assignmentsalso had details that were from previous years and were confusing to read it would be helpful to structure the assignments in such a way that students are not stuck with their partners for multipleassignments,"Shesh, Amit"
37414,1 more concise assignment expectations and rubrics2 consistent grading by different tas every ta had different assumptions on the grading rubricafter a weeks worth of effort i would love to see that im graded consistently with the same rubric by all tas,"Shesh, Amit"
41152,class time is short only 1h of class and 1h of recitationcant feel the real interation with professor and classmates since its online,"Penarrieta, Cristian"
41152,na,"Penarrieta, Cristian"
41152,no more he is perfect,"Penarrieta, Cristian"
41152,we need more office hours also please see if you can stop using teams for this course it is almost impossible to find any single thread or specific comment in teams nothing is specifically organized by weekor topic in teams use something like piazza or campuswire,"Penarrieta, Cristian"
41152,it would be better to have more examples during class,"Penarrieta, Cristian"
41152,canvas announcements are more organized than teamsit is better to put the github classroom link to accept the assignment in the assignments part in canvas otherwise it is hard to find the links to accept homework in github classrooma lot of people only check the resources part in modules at the beginning of the semester because it is located at the top of all modules and is automatically collapsed as more and more modules are addedthrough the semester updating the resources module should come with a notice on canvas otherwise people tend to not noticing the change,"Penarrieta, Cristian"
41152,prep some sort of documentation where we could practice building basic apps from scratch on a weekly basis alongside posting weekly videos explaining the concepts,"Penarrieta, Cristian"
41152,im satisfied with everything,"Penarrieta, Cristian"
41152,maybe more examples of implementations of different scenarios i know its implicit but like a blog system and a todo list are different in some ways and therere different ways to interact with databasesyncasync when to update the items etc and a bit more assignments to practice them,"Penarrieta, Cristian"
36915,met more often throughout the week,"Annunziato, Jose"
36915,while the live coding examples were helpful sometimes things could get a bit repetitive perhaps having some of the code available to demonstrate live and having other almost identical operations alreadyfinished and just briefly reviewed would allow us to cover more material,"Annunziato, Jose"
36915,he did very well the homeworks were very timeconsuming but you come out the other side more confident because you have learned a lot,"Annunziato, Jose"
36915,i wish the instructor could have more ohs as tas sometimes cannot really find what the bug  problem is,"Annunziato, Jose"
36915,transparency on the rubric there is basically no way for the student to understand what is happening with the grading unless we approach a ta in their office hours it improved over the duration of thecourse but would be great if it is the norm,"Annunziato, Jose"
36915,na,"Annunziato, Jose"
36915,out of the instructors control but it would have been nice to either have a few more tas or a smaller amount of students it was often very difficult to get in contact with a ta based on the volume ofstudents attending office hours,"Annunziato, Jose"
36915,na,"Annunziato, Jose"
36915,there were never enough tas for the amount of people having trouble ive lost count of how many times i queued up to try and join office hours sat in the queue for four hours then got kicked out of thequeue once office hours had endedi felt incredibly ripped off by the textbook i was required to purchase it to answer a single question on one of the homework assignments and the answer just required me to copy and paste a block of textfurthermore the text of the textbook seemed to be identical to the homework so i paid 75 to get one question answeredthe lectures went way too fast for me dranunziado clearly knows his stuff but there was no way for me to keep up and codealong with the lecture especially since he was using ai to fill out big chunks ofthe code which i was unable to copy down by hand i spent so much time trying to keep up with him that i missed a lot of what he was talking aboutfinally the assignments felt simultaneously too easy and too hard there was a lot of what felt like busywork to me the labs seem designed to be completed purely by copying and pasting dranunziadoscode,"Annunziato, Jose"
36915,personally i dont think the professor delivered an efficient lecture his lecture was solely based on live coding we know this based on the lab section on the homework but three hours of live coding makesthe lecture inefficient explaining concepts using slides before each live coding is probably better,"Annunziato, Jose"
36915,assignments are a bit heavy maybe make them a bit more simple,"Annunziato, Jose"
36915,make sure that the instructions on the homework assignment actually work before giving out the homework,"Annunziato, Jose"
36915,though the assignments instructions are often very clear i still wish that the assignment has a grading rubric and also maybe decrease the amount of work asked for first two assignments its a lot ofrepetitive work and i feel like the amount of time i dedicated to these two and the amount of stuff i learned is not quite worth it only for the first two assignments,"Annunziato, Jose"
36915,i think the course is already as good as it can be,"Annunziato, Jose"
36915,more accurate code in homeworks,"Annunziato, Jose"
36915,honestly i think that this course is not a good candidate for the onceweek time block i understand why it exists and why it works for some peoples schedules after all i took it however 3h 20minutes is alot given the sheer amount of material,"Annunziato, Jose"
36915,better logistics for the course faced a lot of logistics issues the tas were rarely available when required skipped during submission days and a lot of late assignment evaluation which turned out a lot atthe end of the course,"Annunziato, Jose"
36915,ask tas show up in their office hour the khoury q is never open the zoom meeting never starts,"Annunziato, Jose"
36915,make the piazza more organized as it is very cluttered and most of the important announcements and details relateed to course are missed and not clearly conveyed,"Annunziato, Jose"
36915,he is the best professor at least until now,"Annunziato, Jose"
36915,make the piazza more organized its too spammed with instructor notes which kind of makes it hard to keep track of important announcements,"Annunziato, Jose"
36915,this is the best,"Annunziato, Jose"
35159,reduce workload from students especially in the finals week it can lead to stress we have two quizzes one exam one assignment plus a project to deliver in a week which makes it hectic along with otherclasses,"Annunziato, Jose"
35159, clearly communicate his office hour schedules and additional sessions improve coordination and communication with tas to ensure consistency increase responsiveness to student inquiries on piazza emails and teams messages enforce policies consistently to maintain fairness for instance ensuring that missed quizzes or exams are not typically allowed to be retaken as stated in the syllabus implement better monitoring of office hour queues for both himself and his tas to ensure smoother and more efficient assistance for students,"Annunziato, Jose"
35159,assignment instruction should be more clear and concise that help students easy to follow the instructions for asignments sometimes were not correct with cost time for students to understand and followalso if allowing student to take project individually instructor should assign doable and manageable workload for them to complete i had not too much time to complete the project by myself due tostruggling of completing previous assignment,"Annunziato, Jose"
35159,i feel getting tailwind css somewhere along the course can make it more exciting,"Annunziato, Jose"
35159,none,"Annunziato, Jose"
35159,the instruction for setting up environment and deployment to cloud aatlas has some errors students may feel confusing and hard to follow up,"Annunziato, Jose"
35159,nothing ,"Annunziato, Jose"
35159,have more office hours  there was problem with my code and since there are many ta office hours i went to a bunch of them no ta was able to solve the problem i had to wait a week to reach theinstructor for his office hour because he doesnt have regularly scheduled office hour it took the instructor only five minutes to fix my issue so i wasted all that time asking the ta i wish the ta quality isbetter and i want the instructor to have regular office hours so that no one waste time,"Annunziato, Jose"
35159,i hope the code and steps in the homework can be thoroughly proofread,"Annunziato, Jose"
35159,i love this course in its current format,"Annunziato, Jose"
35159,good enough for me,"Annunziato, Jose"
35159,make weightage for exams less,"Annunziato, Jose"
35159,the class is heavily disorganized expectations for assignments are super unclear very impersonal with the professor assignments unnecessarily detailed and cumbersome strongly takes away fromlearning,"Annunziato, Jose"
35159,please a more reliable guide file there are too many typos in it which makes me struggling every assignment,"Annunziato, Jose"
35159,the tas need to notify students in advance of any rescheduling of office hours instead of being noshows when students are waiting this is particularly crucial for students who require assistance withsubmitting their homework before the deadline additionally it would be beneficial to receive grading earlier allowing students to use the feedback to improve their subsequent assignments,"Annunziato, Jose"
35159,please communicate the requirements for each assignment and project better and please make certain that tas are clear on when they will and wont be available in office hours,"Annunziato, Jose"
21104,use class time better i feel like only the first 20 and the last 40 minutes of class time were useful we spent a lot of time sidetracked on nonimportant things,"Guerra Gomez, John Alexis"
21104,make the lottery more fair i guess some people didnt get a turn for 34 classes,"Guerra Gomez, John Alexis"
21104,when doing the living coding slow down a little bit,"Guerra Gomez, John Alexis"
21104,everything was good but sometimes as a beginner coder i felt like i was expected to know so much so fast,"Guerra Gomez, John Alexis"
21104,sometimes the strengths come to the cost of organization i enjoyed the idea of the recorded mid term and the lottery but the lack of communication over the mid term made scheduling stressful i alsothink the lottery needs some tweaking maybe in the framing only it made the class feel punishing more than anything although i do think there could be something valuable in this system,"Guerra Gomez, John Alexis"
21104,i think the professor really did a great work already,"Guerra Gomez, John Alexis"
21104,make deadlines longer and make some changes to make up for the project,"Guerra Gomez, John Alexis"
21104,sometimes the class can be quite stressful for introverted individuals like myselfi dont get any feedback from the assignmenthaving a project demo before we begin can greatly aid in our understanding and execution of the project,"Guerra Gomez, John Alexis"
21104,he is a bit unorganized,"Guerra Gomez, John Alexis"
21104,sometimes the course is way too informative and its a little bit overwhelming also sometimes the concept is way too deep and i cannot really understand and easily lost i hope the learning curve can benot that sharp,"Guerra Gomez, John Alexis"
21104,na,"Guerra Gomez, John Alexis"
21104,the only thing i feel like is that theres too much materials but too little time for the course it would have been better if we can become more specialized in some areas,"Guerra Gomez, John Alexis"
21104,na,"Guerra Gomez, John Alexis"
21104,i feel like this class covered too much which makes me feel like i have a surfacelevel understanding of these concepts it would be helpful to maybe divide lectures into portions where topics are brokendown more more of a theoretical explanation and then are implemented through live coding this way it is much easier to understand the flow of concepts and how they are interconnected moreanalogies and demonstrations would be helpful also it could be helpful to have group discussions on topics to discuss newlylearned concepts with peers to learn from others and be comfortable relayinginformation to others effectively,"Guerra Gomez, John Alexis"
21104,maybe give more time to complete projectshaha,"Guerra Gomez, John Alexis"
20297,use class time better i feel like only the first 20 and the last 40 minutes of class time were useful we spent a lot of time sidetracked on nonimportant things,"Guerra Gomez, John Alexis"
20297,make the lottery more fair i guess some people didnt get a turn for 34 classes,"Guerra Gomez, John Alexis"
20297,when doing the living coding slow down a little bit,"Guerra Gomez, John Alexis"
20297,everything was good but sometimes as a beginner coder i felt like i was expected to know so much so fast,"Guerra Gomez, John Alexis"
20297,sometimes the strengths come to the cost of organization i enjoyed the idea of the recorded mid term and the lottery but the lack of communication over the mid term made scheduling stressful i alsothink the lottery needs some tweaking maybe in the framing only it made the class feel punishing more than anything although i do think there could be something valuable in this system,"Guerra Gomez, John Alexis"
20297,i think the professor really did a great work already,"Guerra Gomez, John Alexis"
20297,make deadlines longer and make some changes to make up for the project,"Guerra Gomez, John Alexis"
20297,sometimes the class can be quite stressful for introverted individuals like myselfi dont get any feedback from the assignmenthaving a project demo before we begin can greatly aid in our understanding and execution of the project,"Guerra Gomez, John Alexis"
20297,he is a bit unorganized,"Guerra Gomez, John Alexis"
20297,sometimes the course is way too informative and its a little bit overwhelming also sometimes the concept is way too deep and i cannot really understand and easily lost i hope the learning curve can benot that sharp,"Guerra Gomez, John Alexis"
20297,na,"Guerra Gomez, John Alexis"
20297,the only thing i feel like is that theres too much materials but too little time for the course it would have been better if we can become more specialized in some areas,"Guerra Gomez, John Alexis"
20297,na,"Guerra Gomez, John Alexis"
20297,i feel like this class covered too much which makes me feel like i have a surfacelevel understanding of these concepts it would be helpful to maybe divide lectures into portions where topics are brokendown more more of a theoretical explanation and then are implemented through live coding this way it is much easier to understand the flow of concepts and how they are interconnected moreanalogies and demonstrations would be helpful also it could be helpful to have group discussions on topics to discuss newlylearned concepts with peers to learn from others and be comfortable relayinginformation to others effectively,"Guerra Gomez, John Alexis"
20297,maybe give more time to complete projectshaha,"Guerra Gomez, John Alexis"
39710,i honestly think the prof did teach everything perfectly,"Hamandi, Lama"
39710,maybe she can publish the answer after grading the problemset to hlep students understand whats wrong,"Hamandi, Lama"
39710,i dont like professor calls on students to answer questions during class,"Hamandi, Lama"
39710,the problem sets are challenging and sometimes doesnt has sufficient materials to support the completion or thinking and the math takes a great portion of the problem set if the course can give morecredits for leetcode problems and analyze those problem that associated with textbooks lectures that will be even more helpful for students,"Hamandi, Lama"
39710,na,"Hamandi, Lama"
39710,optional quizzes before the class to help us study and get an understanding of what we dont understand that way during class we can ask questions and can prepare better for actual quizzes andassignments,"Hamandi, Lama"
39710,lecture is mostly repeating what ive already learned in reading,"Hamandi, Lama"
39710,good,"Hamandi, Lama"
39710,moving outside the module quizzes and teaching beyond the concepts in coursework,"Hamandi, Lama"
39710,the homework the two tests the seminar presentation and the final project are too much for me,"Hamandi, Lama"
39710,maybe workload can be more balanced,"Hamandi, Lama"
39710,na,"Hamandi, Lama"
39710,less discussions about easy question,"Hamandi, Lama"
40399,i think this is the most enjoyable course i have ever taken at northeastern university the teachers put their best effort into teaching the course he is already the best the only thing that needs to bementioned is that please give more confidence and encouragement to students they will do very well with your helpin my opinion he is not worthy of being a teacher he is more of a mentor guiding us on the road to success,"Hoshino, Richard"
40399,less assignments,"Hoshino, Richard"
40399,cant think of any,"Hoshino, Richard"
40399,not much,"Hoshino, Richard"
40399,try to make it a cs course instead of a math course the materials is really hard but most of thing is not covered during class please use time efficiently and bring more example when we try to learnsomething new,"Hoshino, Richard"
39706,keep syllabus uptodate ensure assignments are posted promptly to online channels ensure students are able to submit assignments to online channels provide grades in a timely manner so we can seewhere we stand,"Saad, Nadim"
39706,give more examples,"Saad, Nadim"
39706,the instructor could introduce ai more in programming than only math and theory and provide guidance on some handson projects in class play around with different models,"Saad, Nadim"
39706,he could post the homework and other important information in advance sometimes i felt the information was posted without enough notice in advance,"Saad, Nadim"
39706,1 use the assignment and grades section on canvas so that students can better manage the deadlinedue date and requirements of each assignment and understand how they perform2 release the assignments earlier so that students can better balance the coursework,"Saad, Nadim"
39706,the instructor should adhere to the syllabus timelines allowing students to effectively schedule their time for assignments and projects,"Saad, Nadim"
39706,he did a great job already,"Saad, Nadim"
39706,be more reachable and responsive through email communication sometimes it takes weeks to get response,"Saad, Nadim"
39706,update material ahead and provide more optional readings which might be interesting,"Saad, Nadim"
39706,maybe deflect student questions for the end of class so that he can cover more topics during the lecture,"Saad, Nadim"
20294,use class time better i feel like only the first 20 and the last 40 minutes of class time were useful we spent a lot of time sidetracked on nonimportant things,"Guerra Gomez, John Alexis"
20294,make the lottery more fair i guess some people didnt get a turn for 34 classes,"Guerra Gomez, John Alexis"
20294,when doing the living coding slow down a little bit,"Guerra Gomez, John Alexis"
20294,everything was good but sometimes as a beginner coder i felt like i was expected to know so much so fast,"Guerra Gomez, John Alexis"
20294,sometimes the strengths come to the cost of organization i enjoyed the idea of the recorded mid term and the lottery but the lack of communication over the mid term made scheduling stressful i alsothink the lottery needs some tweaking maybe in the framing only it made the class feel punishing more than anything although i do think there could be something valuable in this system,"Guerra Gomez, John Alexis"
20294,i think the professor really did a great work already,"Guerra Gomez, John Alexis"
20294,make deadlines longer and make some changes to make up for the project,"Guerra Gomez, John Alexis"
20294,sometimes the class can be quite stressful for introverted individuals like myselfi dont get any feedback from the assignmenthaving a project demo before we begin can greatly aid in our understanding and execution of the project,"Guerra Gomez, John Alexis"
20294,he is a bit unorganized,"Guerra Gomez, John Alexis"
20294,sometimes the course is way too informative and its a little bit overwhelming also sometimes the concept is way too deep and i cannot really understand and easily lost i hope the learning curve can benot that sharp,"Guerra Gomez, John Alexis"
20294,na,"Guerra Gomez, John Alexis"
20294,the only thing i feel like is that theres too much materials but too little time for the course it would have been better if we can become more specialized in some areas,"Guerra Gomez, John Alexis"
20294,na,"Guerra Gomez, John Alexis"
20294,i feel like this class covered too much which makes me feel like i have a surfacelevel understanding of these concepts it would be helpful to maybe divide lectures into portions where topics are brokendown more more of a theoretical explanation and then are implemented through live coding this way it is much easier to understand the flow of concepts and how they are interconnected moreanalogies and demonstrations would be helpful also it could be helpful to have group discussions on topics to discuss newlylearned concepts with peers to learn from others and be comfortable relayinginformation to others effectively,"Guerra Gomez, John Alexis"
20294,maybe give more time to complete projectshaha,"Guerra Gomez, John Alexis"
20295,a better plan of instruction adjusting the approach when it is obvious that most people are not grasping the subject matter focus on students learning instead of just focusing on trying to cover as muchmaterial as possible with no one grasping it,"Veliz, Oscar"
20295,it would be nice for people with strict obligations outside of class to not have a punitive approach to attendance stream and record your lectures come with lecture slides prepared that you made yourself and posted before lecture begins so people can follow along and so that you are familiar with the exact packagesimplementations the studentswill need to interact with to avoid issues with versionsyntax changes maybe dont threaten students with spontaneous quizzes at the end of lectures to ensure people stay the whole time dont doubleup on assignments during the holidaysschoolbreaks because people are very busy and effectively lose their time for a break if given more homework during itmore generally though it would have been nice if the professor taught us how to write test files and had a homework dedicated to learning that skill reduced the pace of material introduction  hw was able to get grades posted quicker,"Veliz, Oscar"
17405,i think the classes where the professor has materialsnotes prepared beforehand go more smoothly the dynamic programming lecture stands out to me in my memory because the professor had broughtnotes for the tabulation algorithm to solve 01 knapsack what could have been a difficult algorithm to cover was made clear and simple by the advance preparation,"Mwaura, Jonathan"
17405,i think adding more leetcode problems for assignments will be better,"Mwaura, Jonathan"
17405,more flexible deadlines would have been nice,"Mwaura, Jonathan"
17405,i cant think of anything,"Mwaura, Jonathan"
17405,na,"Mwaura, Jonathan"
17405,too much theoretical part of the course and the homework has been designed with too much proof questions i personally think we should focus more on how to use the theoretical part instead of beingasked to prove those which have been proved by the great people and we should stand on the great mans shoulder instead of sitting with them,"Mwaura, Jonathan"
17405,1 i suggest clearer segregation of assignments on canvas particularly for students without zybooks access to avoid confusion2 more transparent grading criteria on gradescope would help students understand the rationale behind deducted points,"Mwaura, Jonathan"
17388,too much to list,"Kennedy, Justin"
17388,some flexibility in the release of course content so that we can plan our study sessions better,"Kennedy, Justin"
17388,this was the worst course i have ever taken at northeastern as i said in the strength professor kennedy is a nice person but doesnt teach anythingthe videos are from another professor and are only 10 minutes each for very advanced topics professor kennedy doesnt grade the tas did i dont understand why he was paid for this course he held aweekly lecture that was usually an hour long where he simply went over the same slides as the module videos no additional context they were a waste and most people stopped watching themthe worst part was when you ask the professor a question about a homework assignment he wouldnt answer he wanted you to provide justification when turning in your homework as to what youassumed the problem may have been asking this guy is the worst professor at this schoolavoid at all costs you will spend 99 of your time on youtube or taking a coursera course to actually learn,"Kennedy, Justin"
17388,the instructor could work on value add with his teams comments and the intro video he made each week for the video he often seemed to go over the slides directly which is what the course videos do sothey were not helpful,"Kennedy, Justin"
17388,more space for project and deleting the homework for last two modules,"Kennedy, Justin"
17388,it was hard to find the tas office hour schedule and there was no feedback on which parts of the assignment solutions were wrong it would be better to provide a dropin office hour schedule of tas andmore feedback when grading assignments,"Kennedy, Justin"
17388,make it more lively or communicative sessions live classes,"Kennedy, Justin"
17388,the best way to make this course better for the instructor is leave this position immidiately this instructor is not good at helping students with close followups and not able to handle large group ofstudents there are nearly no interactions or office hours and students has great difficuties finding him for questions what makes things worse he does not follow his own rules on grading my suggestion ishe could be perform better on small groups on special topics but not courses like this we all can feel this course is killing him and us,"Kennedy, Justin"
17388,the course videos are quite rushed with some examples not really getting the depth they probably need for instruction external content was needed,"Kennedy, Justin"
17388,change the due time for first two assignments and quizes,"Kennedy, Justin"
17388,my experience in this course was challenging due to the complexity of the subject compounded by the limitations of an online format while navigating this course i sought guidance and clarification onseveral occasions hoping to solidify my understanding my attempts to confirm my comprehension of the material were denied responses from one of the tas which left me feeling confused anddisappointedfurthermore the responses provided to students seeking clarification on homework questions or topics often boiled down to a nonresponse read the instructions this approach felt insufficient anddiscouragingencouraging a more interactive and supportive environment during office hours and in responses to questions would benefit students striving to grasp this challenging subject matter i hope that futureiterations of this course consider these aspects to provide a more enriching learning experience,"Kennedy, Justin"
17388,for complex algorithms if instructor can explain with more examples or more detailed examples it would be even better,"Kennedy, Justin"
20450,all good,"Rad, Ryan"
20450,perhaps cancel the midterm exam,"Rad, Ryan"
